data, bandwidth
feedback|2 7|18|3|3|1681472265.7909105|                                                                                         ,285114.66383430694
feedback|2 7|18|3|3|1681472265.7909105|                                                                                         ,194166.6951175407
ask|2 7|TRANSFER l -> c 25|7|3|1681472265.791457|                                                                               ,38485.370035842294
feedback|2 7|22|1|3|1681472265.7936935|                                                                                         ,31711.217483756645
ask|2 7|TRANSFER l -> c 25|7|3|1681472265.791457|                                                                               ,12506.019520603788
feedback|2 7|22|1|3|1681472265.7936935|                                                                                         ,13162.472099637149
decided|2 7|22|1|3|1681472265.8054633|                                                                                          ,300431.40011191944
decided|2 7|22|1|3|1681472265.8054633|                                                                                          ,190717.90834813498
ask|3 8|TRANSFER e -> f 2|8|3|1681472268.0719862|                                                                               ,240641.37696100405
ask|3 8|TRANSFER e -> f 2|8|3|1681472268.0719862|                                                                               ,230317.85156585157
feedback|3 8|23|1|3|1681472268.0777564|                                                                                         ,219668.94926350247
feedback|3 8|23|1|3|1681472268.0777564|                                                                                         ,288330.24274973146
decided|3 8|23|1|3|1681472268.0791903|                                                                                          ,57370.26202179953
decided|3 8|23|1|3|1681472268.0791903|                                                                                          ,64667.65984100217
feedback|3 8|22|2|3|1681472268.083801|                                                                                          ,23001.195835653998
feedback|3 8|22|2|3|1681472268.083801|                                                                                          ,25977.205787003437
feedback|2 8|23|3|3|1681472268.2561357|                                                                                         ,240318.22381378693
feedback|2 8|23|3|3|1681472268.2561357|                                                                                         ,289262.3448275862
ask|2 8|TRANSFER r -> g 7|8|3|1681472268.2565372|                                                                               ,43912.229020121056
ask|2 8|TRANSFER r -> g 7|8|3|1681472268.2565372|                                                                               ,42662.977749523205
feedback|2 8|24|1|3|1681472268.2596393|                                                                                         ,27350.904885628406
feedback|2 8|24|1|3|1681472268.2596393|                                                                                         ,23979.22694180178
decided|2 8|24|1|3|1681472268.2679448|                                                                                          ,180521.49024882313
decided|2 8|24|1|3|1681472268.2679448|                                                                                          ,329975.975414874
feedback|2 9|25|3|3|1681472268.930741|                                                                                          ,244922.8613138686
feedback|2 9|25|3|3|1681472268.930741|                                                                                          ,306083.7582668187
ask|2 9|TRANSFER q -> t 2|9|3|1681472268.931152|                                                                                ,37514.56306337782
feedback|2 9|25|1|3|1681472268.9353583|                                                                                         ,57523.93785492339
ask|2 9|TRANSFER q -> t 2|9|3|1681472268.931152|                                                                                ,34677.10321663868
feedback|2 9|25|1|3|1681472268.9353583|                                                                                         ,24488.934543629977
decided|2 9|25|1|3|1681472268.943961|                                                                                           ,224444.36120401337
